id,question,option 1,option 2,option 3,option 4,option 5,answer,explanation,category,Question_ID,Answer_ID,context_1
question 5669,What is provisioning in the context of the Target UE? [3GPP Release 17],An action to remove an available LCS feature from a target UE’s subscription profile,An action taken by the service provider to remove an available privacy class from a target UE’s PEL,An action to invoke the LCS feature,An action to bar the Location Service of a specific user,An action to make the privacy exception list with its privacy classes available to a Target UE,option 5: An action to make the privacy exception list with its privacy classes available to a Target UE,Provisioning in the context of the Target UE is the action to make the privacy exception list with its privacy classes available to a Target UE.,Standards specifications,5669,5,0. 	The Target UE and the Located UE are provisioned with the discovery security materials and request authorization tokens when they are in 3GPP coverage.
question 5675,What does the gNB do with the UE UTRA-FDD capabilities? [3GPP Release 18],Upload them to the AMF,Send them to the UE,Signal them to the network,Store them in the gNB,Skip uploading them,option 5: Skip uploading them,The gNB does not upload the UE UTRA-FDD capabilities to the AMF.,Standards specifications,5675,5,"3GPP TS 38.306 V18.0.0 (2023-12)
21
Release 18

Annex B (informative):
UE capability indication for UE capabilities with both FDD/TDD and FR1/FR2 differentiations"
question 5681,What is the purpose of steering of access in the Evolved Packet System? [3GPP Release 17],To optimize routing for user plane traffic,To support mobility within and across access systems,To minimize packet loss during inter- and/or intra-access technology changes,To provide continuous service during and following changes of access systems,To enable the operator to request the use of a specific access technology,option 5: To enable the operator to request the use of a specific access technology,Steering of access allows the operator to request the use of a specific access technology based on factors like load balancing or operator policy.,Standards specifications,5681,5,Access Traffic Steering: it selects an access network for a new data flow and transfers the traffic of this data flow over the selected access network. Access traffic steering is applicable between one 3GPP access and one non-3GPP access.
question 5684,What is the impact of voice call continuity on the quality of the voice service? [3GPP Release 18],Voice call continuity may adversely impact the voice service quality,Voice call continuity improves the voice service quality,Voice call continuity has no impact on the voice service quality,Voice call continuity reduces the voice service quality,,option 3: Voice call continuity has no impact on the voice service quality,Voice call continuity is designed to ensure that there is no adverse impact on the quality of the voice service experienced by the user.,Standards specifications,5684,3,"21.3	Quality of Service

Voice call continuity shall not adversely impact the quality of the voice service experienced by the user.

21.4	Security

Voice call continuity shall not adversely impact the security of the 3GPP system."
question 5686,When are channel access procedures applied? [3GPP Release 17],When a gNB provides UE(s) with higher layer parameters channelAccessMode2-r17.,When a gNB senses a channel for availability to perform DL/UL transmission(s).,When a gNB intends to transmit a DL transmission(s) across multiple transmission beams.,When a UE is scheduled to transmit a set of consecutive UL transmissions.,,option 1: When a gNB provides UE(s) with higher layer parameters channelAccessMode2-r17.,The channel access procedures are applied when a gNB provides UE(s) with higher layer parameters channelAccessMode2-r17.,Standards specifications,5686,1,Channel access mechanism
question 5694,For which operation does the requirement for spurious emissions apply? [3GPP Release 18],E-UTRA FDD operation,NB-IoT operation,Single carrier operation,Multi-carrier operation,,option 1: E-UTRA FDD operation,The requirement for spurious emissions applies for E-UTRA FDD operation in order to prevent the receivers of the SAN being de-sensitized by emissions from its own SAN transmitter.,Standards specifications,5694,1,"[15]	3GPP TS 25.331 (V14.3.0): ""Radio Resource Control (RRC); Protocol specification (Release 14)"".

[16]	Recommendation ITU-R SM.329-10: ""Unwanted emissions in the spurious domain""."
question 5697,What additional information is reported to the NAS if the UE supports E-UTRA connected to 5GC? [3GPP Release 17],Associated RSRP value,Associated PLMN identity,Associated CN type,Associated CSG ID,Associated cell parameters,option 3: Associated CN type,"If the UE supports E-UTRA connected to 5GC, the associated CN type(s) is reported to the NAS.",Standards specifications,5697,3,"[22]	3GPP TS 36.101: ""E-UTRA; User Equipment (UE) radio transmission and reception"".

[23]	3GPP TS 24.501: ""Non-Access-Stratum (NAS) protocol for 5G System (5GS); Stage 3"".

[24]	3GPP TS 37.324: ""Service Data Adaptation Protocol (SDAP) specification""."
question 5698,What can the AMF do if it accepts the Paging Restriction Information requested by the UE? [3GPP Release 18],Store the Paging Restriction Information in the UE context,Reject the Paging Restriction Information,Trigger the AN release procedure,Provide the UE with a new 5G-GUTI,None of the above,option 1: Store the Paging Restriction Information in the UE context,"If the AMF accepts the Paging Restriction Information from the UE, it stores the Paging Restriction Information in the UE context.",Standards specifications,5698,1,"

	If the Registration Request message received over 3GPP access includes the Paging Restriction Information, AMF may accept or reject the Paging Restriction Information requested by the UE based on operator policy. If the AMF rejects the Paging Restriction Information, the AMF removes any stored Paging Restriction Information from the UE context and discards the UE requested Paging Restriction Information. If the AMF accepts the Paging Restriction Information from the UE, the AMF stores the Paging Restriction Information from the UE in the UE context and informs the UE about the acceptance/rejection of the requested Paging Restriction Information in the Registration Accept message."
question 5706,How can analytics be exchanged between HPLMN and VPLMN in the roaming architecture? [3GPP Release 18],Via SEPPs,Via H-RE-NWDAF in HPLMN and V-RE-NWDAF in VPLMN,Via Nnwdaf interface,Via Nadrf service,Via Nmfaf_3daDataManagement interface,option 2: Via H-RE-NWDAF in HPLMN and V-RE-NWDAF in VPLMN,Analytics can be exchanged between HPLMN and VPLMN via the H-RE-NWDAF in HPLMN and V-RE-NWDAF in VPLMN.,Standards specifications,5706,2,"

As depicted in key issue #3 in TR 23.700-81 [2], ""In roaming scenario, the HPLMN/VPLMN may need to collect data or consume analytics from the VPLMN/HPLMN."" In this case, the user data may be exchanged between different entity, i.e. VPLMN and HPLMN, that may be subject to different regulations with respect to user consent."
question 5719,What is the purpose of UL asynchronous HARQ transmission in the LTE network? [3GPP Release 14],To improve UL/DL bitrate recommendation,To support multi-subframe channel estimation,To utilize transmission time efficiently,To enable PUSCH enhancement mode,,option 3: To utilize transmission time efficiently,UL asynchronous HARQ transmission in the LTE network is used to utilize transmission time efficiently.,Standards overview,5719,3,"

In an LTE system there are multiple components contributing to the total end to end delay for connected UEs. The limitations in performance are in general use case dependent; for which e.g. UL latency may influence the DL application performance and vice versa."
question 5725,What action should the UE take if a cell is indicated as 'barred' for cell selection/reselection? [3GPP Release 17],Exclude the barred cell as a candidate for cell selection/reselection for 300 seconds,Select another cell on the same frequency if the selection criteria are fulfilled,Select the same cell in normal coverage if able to acquire necessary information,Select the same cell in enhanced coverage if able to acquire necessary information,All of the above,option 5: All of the above,"The UE should exclude the barred cell as a candidate, select another cell on the same frequency if criteria are fulfilled, select the same cell in normal coverage, or select the same cell in enhanced coverage.",Standards specifications,5725,5,"If the cell is to be treated as if the cell status is ""barred"" due to not supporting (e)RedCap UEs:

the UE shall exclude the barred cell as a candidate for cell selection/reselection for 300 seconds."
question 5727,What type of transmissions are defined for ProSe Direct Discovery and ProSe Direct Communication between UEs? [3GPP Release 17],Uplink transmissions,Downlink transmissions,Sidelink transmissions,Point-to-point transmissions,Random access transmissions,option 3: Sidelink transmissions,Sidelink transmissions are defined for ProSe Direct Discovery and ProSe Direct Communication between UEs.,Standards specifications,5727,3,"For the purposes of the present document, the following terms and definitions given in 3GPP TS 23.303 [31] apply:

ProSe direct communication

ProSe direct discovery

ProSe UE-to-Network Relay"
question 5729,Which scenario is intended to capture various typical indoor deployment scenarios including office environments and shopping malls? [3GPP Release 17],UMi,UMa,Indoor,Backhaul,D2D/V2V,option 3: Indoor,"The document states that the Indoor scenario is intended to capture various typical indoor deployment scenarios, including office environments and shopping malls. It also provides details about the typical office environment and shopping mall characteristics in this scenario.",Standards specifications,5729,3,"For indoor scenarios, beyond the point where outdoor access penetrates, currently 3GPP offers two possibilities."
question 5736,What is the purpose of the NR Coverage and Capacity Optimization (CCO) function? [3GPP Release 17],To detect and mitigate coverage and cell edge interference issues,To enable inter-system load balancing,To optimize 2-step RACH procedure,To enhance mobility optimization,,option 1: To detect and mitigate coverage and cell edge interference issues,The NR Coverage and Capacity Optimization (CCO) function is used to detect and mitigate coverage and cell edge interference issues.,Standards overview,5736,1,"

NR Coverage and Capacity Optimization (CCO) function is to detect and mitigate coverage and cell edge interference issues. Each NG-RAN node may be configured with alternative coverage configurations by OAM. The alternative coverage configurations contain relevant radio parameters and may also include a range for how each parameter is allowed to be adjusted. An NG-RAN node may autonomously adjust within and switch between coverage configurations. When a change is executed, a NG-RAN node may notify its neighbour NG-RAN nodes using the NG-RAN NODE CONFIGURATION UPDATE message with the list of cells and SSBs with modified coverage included. The list contains the CGI of each modified cell with its coverage state indicator and optionally the SSB index of each modified SSB with its coverage state indicator. "
question 5739,"How many energy saving states can cells, network elements, and network functions be in? [3GPP Release 18]",1,2,3,4,None of the above,option 2: 2,"Cells, network elements, and network functions can be in either the notEnergySaving state or the energySaving state in terms of energy saving.",Standards specifications,5739,2,"4.3.2	Concepts

Two energy saving states can be conceptually identified for cells, NEs and NFs.

Conceptually, a cell or a network element or network function may be on one of these two states with respect to energy saving:

notEnergySaving state"
question 5750,What is the optional output for the Ndccf_ContextManagement_Deregister service operation? [3GPP Release 18],Transaction Reference ID(s),Subscription Correlation ID,Notification Correlation ID,None,,option 4: None,The Ndccf_ContextManagement_Deregister service operation does not have any optional outputs.,Standards specifications,5750,4,"Outputs Required: Transaction Reference ID(s), Operation execution result indication.

8.3.4	Ndccf_ContextManagement_Deregister service operation

Service operation name: Ndccf_ContextManagement_Deregister"
question 5752,When does the L-PSA UPF send the Nupf_EventExposure_Notify? [3GPP Release 18],When the AF initiates an AF session,When the PCF makes the policy decision,When the L-PSA UPF detects a QoS monitoring event,When the AF revokes the AF session,,option 3: When the L-PSA UPF detects a QoS monitoring event,"The L-PSA UPF sends the Nupf_EventExposure_Notify when it detects a QoS monitoring event, such as reaching a threshold for packet delay.",Standards specifications,5752,3,"4.	The L-PSA UPF sends the notification related requested information over Nupf_EventExposure_Notify service operation as specified in step 4 (a, b) in clause 6.4.2.1 of TS 23.548 [3].

5-8. may follow as specified in clause 6.4.2.1 of TS 23.548 [3]."
question 5753,What does Layer 3 filtering apply to in CLI measurement results? [3GPP Release 18],TDD DL-UL configurations,Signal strengths,Aggressor UE(s),RSSI resources,CLI measurement results,option 5: CLI measurement results,Layer 3 filtering applies to CLI measurement results in order to filter and process the results according to specific criteria.,Standards specifications,5753,5,"Layer 3 filtering applies to CLI measurement results and both event triggered and periodic reporting are supported.

18	Small Data Transmission

18.0	General"
question 5760,What is the purpose of the PUCCH transmission with a link recovery request (LRR)? [3GPP Release 17],To request a link recovery from the network.,To transmit PUCCH on a different cell than the PRACH transmission.,To indicate the presence of periodic CSI-RS configuration or SS/PBCH block.,To monitor PDCCH in all CORESETs on the SCell(s).,,option 1: To request a link recovery from the network.,The PUCCH transmission with a link recovery request (LRR) is used to request a link recovery from the network.,Standards specifications,5760,1,"NOTE:	it is out of 3GPP scope how the remote UE detects N3C connection failure, or how the relay UE indicates Uu RLF to the remote UE on the N3C connection.

5.7.3c.4	Actions related to transmission of IndirectPathFailureInformation message"
question 5787,What is EN-DC in the context of 5G? [3GPP Release 15],3G and 4G Dual Connectivity,4G and 5G Dual Connectivity,Enhanced Non-Standalone Deployment Capability,Evolved Non-Standalone Dual Connectivity,Extended Network-Device Connectivity,option 2: 4G and 5G Dual Connectivity,"EN-DC stands for 4G and 5G Dual Connectivity, where both 4G and 5G networks are connected to provide enhanced capabilities.",Standards overview,5787,2,"

Since the 5G AN is deployed in addition to the (already-deployed) LTE system, both 4G and 5G connectivity are available, so NSA is also referred to as ""EN-DC"", standing for ""4G and 5G Dual Connectivity"" (more precisely: ""E"" for 4G (from eNB, the 4G AN node), ""N"" for 5G (from NR, the 5G radio) and ""DC"" for Dual Connectivity)."
question 5788,What does Dual Connectivity allow the Master RAN Node to do? [3GPP Release 18],Direct all DL User Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,Direct all DL Control Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,Direct all UL User Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,Direct all UL Control Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,Direct all User Plane and Control Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,option 1: Direct all DL User Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node,Dual Connectivity provides the possibility for the Master node RAN to request SMF to direct all the Downlink User Plane traffic of a PDU Session to either the Master RAN Node or the Secondary RAN Node.,Standards specifications,5788,1,Dual Connectivity provides the possibility for the Master RAN node to request SMF:
question 5791,Which access class value is assigned to Multimedia Priority Service? [3GPP Release 18],Access Class 10,Access Class 11,Access Class 12,Access Class 13,Access Class 14,option 5: Access Class 14,Multimedia Priority Service is assigned the access class value of Access Class 14.,Standards specifications,5791,5,"

Multimedia Priority Service (TS 22.153 [16]) shall be assigned its own unique access class value (i.e., one of the special access classes 11 to 15). The assigned access class value for Multimedia Priority Service is based on regional/national regulatory requirements and operator policy."
question 5794,Which of the following network functions is responsible for session management? [3GPP Release 18],AMF,SMF,NRF,NSSF,UDM,option 2: SMF,The Session Management Function (SMF) is responsible for session management.,Standards specifications,5794,2,Figure 6.2/3GPP TS 24.008: Session management states for PDP context handling on the network side (overview)
question 5795,What is a network slice in the context of 3GPP?,A physical network with specific network characteristics and capabilities,A set of virtual/logical network functions that run on top of network resources,A network function that is shared among different slices,An identifier for a network slice,A type of PDU session,option 2: A set of virtual/logical network functions that run on top of network resources,"A network slice is defined as a set of virtual/logical network functions that run on top of network resources such as compute, storage, and networking.",Standards overview,5795,2,"

The network operator creates a new network slice in the 3GPP Management System. The new network slice is a duplicate of the existing network slice, except that the original NetworkSliceSubnet which refers to the PNF is replaced by the new NetworkSliceSubnet which refers to the new PNF. The new network slice is configured with an S-NSSAI which is not already used in the network."
question 5797,Which test method uses the fixed TPMI index for EIRP measurement? [3GPP Release 18],Static propagation conditions,Multi-path fading propagation conditions,DUT antenna location estimation,TRP measurement error in NF,Polarization basis mismatch between the TE and DUT,option 5: Polarization basis mismatch between the TE and DUT,The test method that uses the fixed TPMI index for EIRP measurement is Polarization basis mismatch between the TE and DUT.,Standards specifications,5797,5,"For TPMI-based test method for EIRP measurement, the fixed TPMI index is used to configure the UE to ensure 1 layer 2 port transmission. The test setup and test procedure keep unchanged, thus no additional MU is identified for this enhanced test method."
question 5802,When is PSCell information reported by the NG-RAN? [3GPP Release 18],Only when requested by the AMF,Only when Dual Connectivity is activated,Both when requested by the AMF and when Dual Connectivity is activated,PSCell information is never reported by the NG-RAN,PSCell information is always reported by the NG-RAN,option 1: Only when requested by the AMF,PSCell information is only reported by the NG-RAN if requested by the AMF.,Standards specifications,5802,1,"NOTE 2:	Location reporting related information of the source NG-RAN node is transferred to the target NG-RAN node during Xn handover.

In this release the location reporting procedure is applicable only to 3GPP access."
question 5804,What does the SN-DU send to the SN-CU after receiving the UE CONTEXT SETUP REQUEST message? [3GPP Release 17],UE CONTEXT MODIFICATION RESPONSE,UE CONTEXT MODIFICATION REQUEST,UE CONTEXT RELEASE COMMAND,UE CONTEXT RELEASE COMPLETE,UE CONTEXT SETUP RESPONSE,option 5: UE CONTEXT SETUP RESPONSE,The SN-DU responds to the SN-CU with the UE CONTEXT SETUP RESPONSE message.,Standards specifications,5804,5,4. The SN-CU sends the UE CONTEXT SETUP REQUEST message to the SN-DU to setup UE context and indicate the request of SCG activation or deactivation.
question 5810,"What do the angles bearing, downtilt, and slant represent? [3GPP Release 18]",Rotation angles of the LCS with respect to the GCS,Unit vectors of the GCS,Polarized field components in the LCS,Zenith and azimuth angles of the GCS,,option 1: Rotation angles of the LCS with respect to the GCS,"The angles bearing, downtilt, and slant represent the rotation angles of the LCS with respect to the GCS.",Standards specifications,5810,1,"

The coordinate systems for all media types are assumed to be aligned in 3GPP 3DOF coordinate system. Within this coordinate system, the pose is expressed by a triple of azimuth, elevation, and tilt angle characterizing the head position of a user consuming the audio-visual content. The pose is generally dynamic, and the information may be provided through sensors in a frequently sampled version. "
question 5819,What is the maximum data channel bandwidth supported in CE modes A and B in DL? [3GPP Release 14],1.4 MHz,5 MHz,10 MHz,20 MHz,,option 4: 20 MHz,CE modes A and B are improved to support maximum data channel bandwidths of 5 or 20 MHz in DL.,Standards overview,5819,4,"

Wider bandwidth in CE mode: CE modes A and B are improved to support maximum data channel bandwidths of 5 or 20 MHz in DL, and CE mode A is improved to support a maximum data channel bandwidth of 5 MHz in UL. The control signaling (MPDCCH, system information, etc.) is still restricted to 1.4 MHz in order to re-use as much as possible of the Rel-13 design."
question 5821,What is the minimum number of grid points required for the TRP Measurement Grid with constant density? [3GPP Release 18],40,50,62,86,100,option 3: 62,"For the TRP Measurement Grid with constant density, a minimum of 62 grid points is required.",Standards specifications,5821,3,"Based on the previously agreed limit of Offset5%CDF of 0.5dB (systematic error), the following minimum number of grid points would be required for Beam Peak Search Grid. 

Constant density grid with at least 275 grid points"
question 5825,What information does the Home Subscriber Server (HSS) hold? [3GPP Release 17],User identification and numbering information.,User security information.,User location information.,User profile information.,All of the above.,option 5: All of the above.,"The HSS is responsible for holding user identification, numbering, security, location, and profile information.",Standards specifications,5825,5,"[6]	TS 23.562: ""5G System; Home Subscriber Server (HSS) services; Stage 3"".

16.7	Security Assurance Specification for 5G"
question 5826,What happens when an MPS session request cannot be immediately processed in the originating network? [3GPP Release 18],The session request is dropped,The session request is terminated,The session request is queued,The session request is ignored,The session request is delayed,option 3: The session request is queued,"When an MPS session request cannot be immediately processed in the originating network, it is queued and processed for the next available resource based on the calling Service User's priority level and session initiation time.",Standards specifications,5826,3,"When an MPS session is requested by a Service User and the originating network supporting session establishment cannot assign the necessary resources to the MPS session, the MPS session request shall be:

Queued,"
question 5827,What does redundant transmission on N3/N9 interfaces in URLLC aim to enhance? [3GPP Release 18],Reliability of the NG-RAN node and UPF.,Reliability of the backhaul network.,Reliability of the single N3 tunnel.,Reliability of the transport layer path.,Reliability of the GTP-U tunnel over N3.,option 2: Reliability of the backhaul network.,"Redundant transmission can be deployed between the PSA UPF and NG-RAN via two independent N3 tunnels to enhance reliability, particularly when the reliability of the single N3 tunnel is considered not high enough due to the backhaul network deployment environment.",Standards specifications,5827,2,"NOTE 1:	In this release of specification redundant transmission on N3/N9 interfaces for URLLC is not supported for PDU Sessions involving an I-SMF. See 3GPP TS 23.501 [28] clauses 5.34, 5.33.2.2 and 3GPP TS 23.502 [29] clause 4.24."
question 5832,What are the power components recommended to be considered for RRM measurement power saving evaluation in the IDLE/INACTIVE state? [3GPP Release 16],"Loop convergence (AGC, TTL & FTL) / time-frequency tracking",SSB bursts used for Loop convergence,Paging,SIB1 decoding,Sleep,"option 1: Loop convergence (AGC, TTL & FTL) / time-frequency tracking","Loop convergence (AGC, TTL & FTL) / time-frequency tracking are the recommended power components to be considered in the IDLE/INACTIVE state.",Standards specifications,5832,1,"

The UE power saving work in Rel-16 focuses on the power saving techniques in CONNECTED state, which includes DRX adaptation, cross-slot scheduling, maximum MIMO layer adaptation, and fast transition out of CONNECTED state. The RRM measurement reductions are the power saving techniques specified in idle/inactive states.UE assistance information is supported for the UE to feedback its preferred configuration of the specific power saving technique."
question 5834,What is the purpose of the IAB-node in the integrated access and backhaul (IAB) architecture? [3GPP Release 18],Terminate the NR access interface to UEs,Terminate the F1 protocol to the gNB-CU,Support intra-/inter-RAT mobility,Perform QoS handling for user plane,Perform packet forwarding and inspection,option 1: Terminate the NR access interface to UEs,The IAB-node supports the gNB-DU functionality to terminate the NR access interface to UEs.,Standards specifications,5834,1,"

Integrated access and backhaul (IAB) enables wireless relaying in NG-RAN. The relaying node, referred to as IAB-node, supports access and backhauling via NR. The terminating node of NR backhauling on network side is referred to as the IAB-donor, which represents a gNB with additional functionality to support IAB. Backhauling can occur via a single or via multiple hops. The IAB architecture is shown in Figure 4.7.1-1."
question 5835,How are EE KPIs for network elements expressed? [3GPP Release 18],Data Volume / Energy Consumption,Coverage Area / Energy Consumption,Data Volume * Energy Consumption,Energy Consumption / Data Volume,None of the above,option 1: Data Volume / Energy Consumption,EE KPIs for network elements are typically expressed as Data Volume divided by Energy Consumption.,Standards specifications,5835,1,"

Generally, EE KPIs for network elements are expressed in terms of Data Volume divided by the Energy Consumption of the considered network elements. In the case of radio access networks, an EE KPI variant may also be used, expressed by the Coverage Area divided by the Energy Consumption of the considered network elements."
question 5838,What is the role of mapping rules in the QoS architecture? [3GPP Release 18],To map QoS flows to DRBs,To establish PDU sessions,To differentiate GBR and non-GBR flows,To guarantee flow bit rate,,option 1: To map QoS flows to DRBs,Mapping rules are used to associate UL and DL QoS flows with DRBs.,Standards specifications,5838,1,"[6]	3GPP TS 29.513: ""Policy and Charging Control signalling flows and QoS parameter mapping""

[7]	3GPP TS 23.682: ""Architecture enhancements to facilitate communications with packet data networks and applications"""
question 5840,What is the purpose of the Reliable Data Service (RDS) between UE and SCEF? [3GPP Release 14],To handle CN overload from data transmission via Control Plane CIoT EPS Optimization,To enhance location services for CIoT UEs,To enable UE-assisted DCN selection,To prioritize resource allocation between NB-IoT UEs,To provide reliable delivery of NIDD data,option 5: To provide reliable delivery of NIDD data,The Reliable Data Service (RDS) between UE and SCEF provides a mechanism for reliable delivery of NIDD data.,Standards overview,5840,5,"

Reliable Data Service (RDS) between UE and SCEF. The RDS provides a mechanism for the SCEF to determine if the data was successfully delivered to the UE and for the UE to determine if the data was successfully delivered to the SCEF. When a requested acknowledgement is not received, the RDS retransmits the packet. The RDS is enabled or"
question 5841,What are the three levels of services defined for a UE in Idle mode? [3GPP Release 17],"Limited service, normal service, and operator service","Emergency service, normal service, and reserved service","Basic service, advanced service, and premium service","Public service, private service, and operator service",,"option 1: Limited service, normal service, and operator service","The three levels of services defined for a UE in Idle mode are limited service, normal service, and operator service.",Standards specifications,5841,1,"1)	in 5GMM-IDLE mode, in limited service state as specified in 3GPP TS 23.122 [14] and the reason for the UE being in limited service state is one of the following:"
question 5847,What is the procedure for notifying a mobile station of an appropriate call-related event during the 'active' state? [3GPP Release 18],Sending a MODIFY message to the mobile station,Sending a SETUP message to the mobile station,Sending a CALL CONFIRMED message to the mobile station,Sending a NOTIFY message to the mobile station,,option 4: Sending a NOTIFY message to the mobile station,The procedure for notifying a mobile station of an appropriate call-related event during the 'active' state is by sending a NOTIFY message to the mobile station.,Standards specifications,5847,4,"

The mobile originating notification procedure allows the mobile station to notify the remote user of any appropriate call-related event during the ""active"" state of a call by sending a NOTIFY message containing a notification indicator to the network; upon receipt of this message, the network sends a NOTIFY message containing the same notify indicator to the other user involved in the call. No state change occurs at any of the interface sides following the sending or the receipt of this message."
question 5849,What does the AF request include when invoking the Nnef_DNAIMapping_Subscribe service? [3GPP Release 18],EAS address information and DNN,EAS address information and S-NSSAI,"EAS address information, DNN, S-NSSAI, and AF Identifier",EAS address information only,,"option 3: EAS address information, DNN, S-NSSAI, and AF Identifier","The AF request includes EAS address information, DNN, S-NSSAI, and AF Identifier when invoking the Nnef_DNAIMapping_Subscribe service.",Standards specifications,5849,3,10-11.	The V-SMF may subscribe to notification of AF request by invoking Nnef_TrafficInfluenceData_Subscribe service from V-NEF as defined in clause 4.4.2.2 of 3GPP TS 29.591 [67].
question 5853,What is the relative increase in cable loss per meter from 43.5 GHz to 48.2 GHz? [3GPP Release 18],0.33 dB,0.9 dB,3.5 dB,7.7 dB,,option 1: 0.33 dB,The relative increase in cable loss per meter from 43.5 GHz to 48.2 GHz is 0.33 dB.,Standards specifications,5853,1,"Figure 7.1-2: Cable loss per meter vs. frequency

Based on this analysis, the relative increase in cable loss per meter from 43.5 GHz to 48.2 GHz is 0.33 dB."
question 5872,What determines the starting PRB index of the DL PRS resource? [3GPP Release 17],nr-DL-PRS-CombSizeN-AndReOffset,dl-PRS-StartPRB,numSymbols,dl-PRS-ResourceSlotOffset,dl-PRS-ResourceSymbolOffset,option 2: dl-PRS-StartPRB,The starting PRB index of the DL PRS resource is determined by dl-PRS-StartPRB.,Standards specifications,5872,2,"

NR-DL-PRS-PDC-ResourceSet field descriptions dl-PRS-ResourceBandwidth This field specifies the number of PRBs allocated for all the DL-PRS Resource (allocated DL-PRS bandwidth) in multiples of 4 PRBs in this resource set. All DL-PRS Resources of the DL-PRS-PDC Resource Set have the same bandwidth. Integer value 1 corresponds to 24 PRBs, value 2 corresponds to 28 PRBs, value 3 corresponds to 32 PRBs and so on. dl-PRS-StartPRB This field specifies the start PRB index defined as offset with respect to subcarrier 0 in common resource block 0 for the DL-PRS Resource. All DL-PRS Resources of the DL-PRS-PDC Resource Set have the same value of dl-PRS-StartPRB. numSymbols This field specifies the number of symbols per DL-PRS Resource within a slot. The UE does not expect to be configured for PDC with a PRS with numSymbols equals to n1 unless an SSB index is provided as a typeC or typeC-plus-typeD QCL source, or another PRS resource with numSymbols more than n1 is provided as QCL source. periodicityAndOffset This field specifies the periodicity of DL-PRS allocation in slots and the slot offset with respect to SFN #0 slot #0 in the PCell where the DL-PRS-PDC Resource Set is configured (i.e., slot where the first DL-PRS Resource of DL-PRS-PDC Resource Set occurs). repFactorAndTimeGap If this field is absent, the value for repetitionFactor is 1 (i.e., no resource repetition)."
question 5892,What is the expected reliability for remote control for process automation in 5G? [3GPP Release 15],99%,99.9%,99.99%,99.999%,99.9999%,option 5: 99.9999%,"In the context of remote control for process automation in 5G, the expected reliability is 99.9999%.",Standards overview,5892,5,"

can be found in table 7.2.2-1 of TS 22.261 [1]. For instance, in the context of remote control for process automation, a reliability of 99,9999% is expected, with a user experienced data rate up to 100 Mbps and an end-to-end latency of 50 ms. This is provided in particular through the Edge Computing capability described below."
question 5895,What types of communication can be supported by Indirect 3GPP Communication? [3GPP Release 17],ProSe Group Communication only,ProSe Broadcast Communication only,Both ProSe Group Communication and ProSe Broadcast Communication,Multimedia telephony and real-time video only,,option 3: Both ProSe Group Communication and ProSe Broadcast Communication,Indirect 3GPP Communication can support both ProSe Group Communication and ProSe Broadcast Communication.,Standards specifications,5895,3,Indirect communication may be supported (see 3GPP TS 23.501 [2]):
question 5896,Which sublayer is responsible for mapping between a QoS flow and a data radio bearer? [3GPP Release 18],MAC sublayer,RLC sublayer,PDCP sublayer,SDAP sublayer,,option 4: SDAP sublayer,The SDAP sublayer is responsible for mapping between a QoS flow and a data radio bearer.,Standards specifications,5896,4,"Corresponding to radio bearers in 3GPP access which are mapped to QoS values, for non-3GPPaccess there are only child SAs mapped to QoS values. Cryptographically each child SA is different with distinct key materials exchanged as per RFC 7296 [25]."
question 5903,What are the responsibilities of the MSC server and Gateway MSC server in charging? [3GPP Release 18],Collecting charging relevant information for each MS and PSTN connection,Generating CDRs for calls routed from or into other networks,Storing billing information for Service Providers,Administering on-line charging data stored in the network nodes,Verifying the alternate charged party for IMS offline and online charging,option 1: Collecting charging relevant information for each MS and PSTN connection,The MSC server and Gateway MSC server are responsible for the collection of all charging relevant information for each MS and PSTN connection.,Standards specifications,5903,1,"

When the MSC server is in the ""mobile originating call proceeding"" (N3) state, the MSC server shall perform interworking as specified in 3GPP TS 29.292 [18] subclauses 5.3.4, 5.3.4a, 5.3.4b, 5.3.6, 5.3.7, 5.3.8 and 5.3.9.When the MSC server is in the ""call delivered"" (N4) state, the MSC server shall perform interworking as specified in 3GPP TS 29.292 [18] subclauses 5.3.4a, 5.3.4b, 5.3.6, 5.3.7, 5.3.8 and 5.3.9."
question 5904,What drives the need for secure mechanisms to establish or refresh credentials and subscriptions in IoT devices? [3GPP Release 17],Long life spans of IoT devices,Dynamic ownership of IoT devices,Introduction of new access technologies,Protection against theft and fraud,Expansion into different markets,option 1: Long life spans of IoT devices,"IoT devices with long life spans can change ownership several times, requiring secure mechanisms to establish or refresh credentials and subscriptions.",Standards specifications,5904,1,16.2		Authentication and key management for applications based on 3GPP credential in 5G (AKMA)
