id,question,option 1,option 2,option 3,option 4,option 5,answer,explanation,category,Question_ID,Answer_ID,context_1
question 6300,What does AS stand for in the context of PLMN selection? [3GPP Release 17],Administrative System,Authentication Server,Application Server,Access Server,Availability System,option 4: Access Server,AS stands for Access Server in the context of PLMN selection.,Standards specifications,6300,4,"The present document defines the PLMN selection for a multi mode MS that supports both 3GPP and 3GPP2 systems. The common PLMN selection logic covers also PLMNs that are available in 3GPP2 system, but the present document makes no changes on the cdma2000® signalling towards networks that are available via 3GPP2 system.

The present document gives procedures for using the CSG cells, whenever such use is permitted.

The present document gives procedures for using the CAG cells, when the MS supports CAG.

The present document specifies the SNPN selection.

This 3GPP TS outlines how the requirements of the 22 series Technical Specifications (especially 3GPP TS 22.011 [9]) on idle mode operation shall be implemented. Further details are given in 3GPP TS 24.008 [23]."
question 6329,What does the NEF do if the mapping information is stored in UDR? [3GPP Release 18],Determines the DNN,Determines the S-NSSAI,Subscribes to DNAI mapping information for this DNN and/or S-NSSAI,Notifies the DNAI(s) to the AF,,option 3: Subscribes to DNAI mapping information for this DNN and/or S-NSSAI,"If the mapping information is stored in UDR, the NEF subscribes to DNAI mapping information for this DNN and/or S-NSSAI.",Standards specifications,6329,3,"If mapping information is stored in NEF, skip step 2-3.

2.	If the mapping information is stored in UDR, the NEF determines the DNN and/or the S-NSSAI if not received from the AF, potentially using the AF identifier. If the NEF has not yet received the DNAI mapping information for this DNN and/or S-NSSAI, NEF invokes the Nudr_DM_Subscribe service to subscribe to DNAI mapping information for this DNN and/or S-NSSAI.

3.	UDR notifies the NEF with all the DNAI mapping information for the requested DNN/S-NSSAI.

4.	NEF determines the suitable DNAI(s) using the DNAI mapping information.

5.	NEF notifies the DNAI(s) or the updated DNAI information to AF corresponding to the request in step 1.

	If DNAI information is stored in the UDR, whenever the DNAI mapping information change, steps 3 to 5 take place.



7	Network Function Services and Descriptions

7.1	EASDF Services

7.1.1	General

The following table illustrates the EASDF Services and Service Operations.

Table 7.1.1-1: NF services provided by the EASDF"
question 6331,What does the Child IAB-DU Restricted Beam Indication MAC CE indicate to the IAB-node? [3GPP Release 17],Multiplexing mode of the IAB-node,Availability of RB resources for transmission,Indication of quasi co-location properties of an IAB-DU cell,Timing advance offset value for a serving cell,,option 3: Indication of quasi co-location properties of an IAB-DU cell,The Child IAB-DU Restricted Beam Indication MAC CE provides a set of RS resource indexes that indicate quasi co-location properties of an IAB-DU cell to the IAB-node.,Standards specifications,6331,3,"]],

    [[

    mux-HARQ-ACK-withoutPUCCH-onPUSCH-r16       ENUMERATED {supported}              OPTIONAL

    ]],

    [[

    -- R1 31-1: Support of Desired Guard Symbol reporting and provided guard symbol reception.

    guardSymbolReportReception-IAB-r17          ENUMERATED {supported}              OPTIONAL,

    -- R1 31-2: support of restricted IAB-DU beam reception

    restricted-IAB-DU-BeamReception-r17         ENUMERATED {supported}              OPTIONAL,

    -- R1 31-3: support of recommended IAB-MT beam transmission for DL and UL beam

    recommended-IAB-MT-BeamTransmission-r17     ENUMERATED {supported}              OPTIONAL,

    -- R1 31-4: support of case 6 timing alignment indication reception

    case6-TimingAlignmentReception-IAB-r17      ENUMERATED {supported}              OPTIONAL,

    -- R1 31-5: support of case 7 timing offset indication reception and case 7 timing at parent-node indication reception"
question 6339,What is the purpose of the Nmfaf_3daDataManagement service? [3GPP Release 18],To configure the MFAF to map data or analytics received by the MFAF to out-bound notification endpoints,To configure the MFAF to stop mapping data or analytics received by the MFAF to out-bound notification endpoints,To supply data or analytics from the MFAF to notification endpoints,To fetch data or analytics from the MFAF based on fetch instructions,,option 1: To configure the MFAF to map data or analytics received by the MFAF to out-bound notification endpoints,The Nmfaf_3daDataManagement service is used to configure or reconfigure the MFAF to map data or analytics received by the MFAF to out-bound notification endpoints.,Standards specifications,6339,1,"4.2.1.2	Service Architecture

The 5G System Architecture is defined in 3GPP TS 23.501 [2]. The Network Data Analytics Exposure architecture is defined in 3GPP TS 23.288 [14]. 



The Nmfaf_3daDataManagement service is part of the Nmfaf service-based interface exhibited by the Messaging Framework Adaptor Function (MFAF).

Known consumer of the Nmfaf_3daDataManagement service is:

Data Collection Coordination Function (DCCF)

Figure 4.2.1.2-1: Reference Architecture for the Nmfaf_3daDataManagement Service; SBI representation

Figure 4.2.1.2-2: Reference Architecture for the Nmfaf_3daDataManagement Service; reference point representation

4.2.1.3	Network Functions

4.2.1.3.1	Messaging Framework Adaptor Function (MFAF)

The Messaging Framework Adaptor Function (MFAF) provides the functionality to allow NF consumers to configure or reconfigure the behaviour of mapping data or analytics received by the MFAF to out-bound notification endpoints.

4.2.1.3.2	NF Service Consumers"
question 6354,Which entity is used as an SGSN for only some GTP signalling messages in a GLR-equipped VPLMN? [3GPP Release 17],Intermediate Mobile-services Switching Centre (IM-MSC),Gateway Location Register (GLR),Intermediate GPRS Serving Node (IM-GSN),GGSN - packet data networks,CSCF/IBCF - Multimedia IP networks,option 3: Intermediate GPRS Serving Node (IM-GSN),The Intermediate GPRS Serving Node (IM-GSN) is used as an SGSN for only some GTP signalling messages in a GLR-equipped VPLMN.,Standards specifications,6354,3,"When dynamic policy provisioning is not deployed, the PDN GW in case of PMIP or GTP based signalling uses the access type information (RAT Type in 3GPP access) contained in PMIP Proxy Binding Update messages or GTP Create Session Request messages for, e.g. charging. When dynamic policy provisioning is deployed, the PDN GW relies on the PCRF for indication of the handling required due to the access technology.

The behaviour of the system when PCC is deployed only in VPLMN or only in HPLMN is described in TS 23.203 [19].

For non-3GPP access that supports UEs with different Bearer Control Mode (BCM) capabilities, it should be possible for the UE to signal its BCM capabilities to the BBERF. It should also be possible for the BBERF to signal the selected BCM to the UE. How this information is exchanged between the UE and the BBERF is outside of the scope of 3GPP.

4.10.5	PDN connectivity service with GTP based S2b"
question 6356,What are the possible ordering criteria for the list of Network Performance information? [3GPP Release 18],Number of UEs,Communication performance,Mobility performance,Resource usage,Load information,option 1: Number of UEs,"The possible ordering criteria for the list of Network Performance information are number of UEs, communication performance, and mobility performance.",Standards specifications,6356,1,"The present document does not specify the performance data, i.e. performance measurements, Key Performance Indicators (KPIs).

2	References

The following documents contain provisions which, through reference in this text, constitute provisions of the present document.

References are either specific (identified by date of publication, edition number, version number, etc.) or non-specific.

For a specific reference, subsequent revisions do not apply.

For a non-specific reference, the latest version applies. In the case of a reference to a 3GPP document (including a GSM document), a non-specific reference implicitly refers to the latest version of that document in the same Release as the present document.

[1]	3GPP TR 21.905: ""Vocabulary for 3GPP Specifications"".

[2]	3GPP TS 28.552: ""Management and orchestration; 5G performance measurements"".

[3]	3GPP TS 28.541: ""Management and orchestration; 5G Network Resource Model (NRM); Stage 2 and stage 3""."
question 6359,"What should the UE do when receiving an RRC message on the BCCH, CCCH, PCCH, MCCH or a PC5 RRC message on SBCCH for which the abstract syntax is invalid? [3GPP Release 17]",Ignore the message,Treat the message as if the field were absent,Apply the generic error handling,Consider the 'parent' field to be set to a not comprehended value,,option 1: Ignore the message,"When receiving an RRC message with invalid abstract syntax, the UE is instructed to ignore the message.",Standards specifications,6359,1,"as spare or reserved unless the specification defines specific behaviour that the UE shall apply upon receiving the concerned spare/reserved field.

10.2	ASN.1 violation or encoding error

The UE shall:

1>	when receiving an RRC message on the BCCH, CCCH, PCCH, MCCH or a PC5 RRC message on SBCCH for which the abstract syntax is invalid [6]:

2>	ignore the message.

NOTE:	This clause applies in case one or more fields is set to a value, other than a spare, reserved or extended value, not defined in this version of the transfer syntax. E.g. in the case the UE receives value 12 for a field defined as INTEGER (1..11). In cases like this, it may not be possible to reliably detect which field is in the error hence the error handling is at the message level.

10.3	Field set to a not comprehended value

The UE shall, when receiving an RRC message or PC5 RRC message on any logical channel:

1>	if the message includes a field that has a value that the UE does not comprehend:"
question 6360,What is the purpose of providing suitable APIs to a trusted third-party in a 5G network? [3GPP Release 17],To allow the third-party to monitor the network slice used for the third-party,To allow the third-party to define and update the set of services and capabilities supported in a network slice used for the third-party,To configure the information which associates a UE to a network slice used for the third-party,To assign a UE to a network slice used for the third-party,To expose broadcasting capabilities to trusted third-party broadcasters' management systems,option 2: To allow the third-party to define and update the set of services and capabilities supported in a network slice used for the third-party,Providing suitable APIs to a trusted third-party in a 5G network allows them to define and update the set of services and capabilities supported in a network slice used for the third-party.,Standards specifications,6360,2,"Based on operator policy, the 5G network shall provide suitable APIs to allow a trusted third-party to monitor the network slice used for the third-party.

The 3GPP network shall be able to provide suitable and secure means to enable an authorized third-party to provide the 3GPP network via encrypted connection with the expected communication behaviour of UE(s).

NOTE 1:	The expected communication behaviour is, for instance, the application servers a UE is allowed to communicate with, the time a UE is allowed to communicate, or the allowed geographic area of a UE.

The 3GPP network shall be able to provide suitable and secure means to enable an authorized third-party to provide via encrypted connection the 3GPP network with the actions expected from the 3GPP network when detecting behaviour that falls outside the expected communication behaviour.

NOTE 2:	Such actions can be, for instance, to terminate the UE's communication, to block the transferred data between the UE and the not allowed application."
question 6375,What does the Evolved Packet System provide for interworking between fixed access and Evolved Packet Core? [3GPP Release 17],Common operational and management procedures,Authentication and authorization for WLAN terminals,Routing different PDN connections through different accesses,Support for offline charging for traffic routed via the Evolved Packet Core,Support for simultaneous access to PLMN services,option 1: Common operational and management procedures,The Evolved Packet System provides common operational and management procedures for interworking between fixed access and Evolved Packet Core in a converged network.,Standards specifications,6375,1,"[25]	3GPP2 X. S0057-B: ""EUTRAN – eHRPD Connectivity and Interworking: Core Network Aspects"".

[26]	3GPP TS 24.302: ""Access to the 3GPP Evolved Packet Core (EPC) via non-3GPP access networks"".

[27]	IETF RFC 5448: ""Improved Extensible Authentication Protocol Method for 3rd Generation Authentication and Key Agreement (EAP-AKA')"".

[28]	IETF RFC 6611: ""Mobile IPv6 (MIPv6) Bootstrapping for the Integrated Scenario"".

[29]	3GPP TS 29.272: ""Evolved Packet System; MME and SGSN Related Interfaces Based on Diameter Protocol"".

[30]	3GPP TS 32.299: ""Charging management; Diameter charging applications"".

[31]	3GPP TS 29.061: ""Interworking between the Public Land Mobile Network (PLMN) supporting packet based services and Packet Data Networks (PDN)"".

[32]	3GPP TS 32.422: ""Telecommunication management; Subscriber and equipment trace; Trace control and configuration management"".

[33]	Void.

[34]	3GPP TS 29.303: ""Domain Name System Procedures; Stage 3""."
question 6376,Which entities can be the consumer of the Network Performance Analytics? [3GPP Release 18],PCF and NEF,NEF and AF,PCF and OAM,NEF and OAM,"PCF, NEF, and AF","option 5: PCF, NEF, and AF","The service consumer can be an NF (e.g. PCF, NEF, AF) or the OAM.",Standards specifications,6376,5,"To monitor the performance in the inference phase, the MnS producer responsible for ML inference performance management can perform evaluation periodically. The performance evaluation period may be determined based on the network change speed. Besides, a consumer (e.g. an operator) may wish to control and manage the performance evaluation capability. For example, the operator may configure the performance evaluation period of a specified ML model. The 3GPP management system needs to provide the capability to allow the performance evaluation process to be configured. In addition, an authorized consumer may want to know if the ML entity is working well and request the performance evaluation results of a specific ML model. Accordingly, the performance evaluation results reporting related period or threshold can also be configured.

5.2.6.2.2	ML entity performance indicators query and selection for AI/ML inference"
question 6377,"In Rel-17, how are user-plane resources over a 3GPP access established in supporting an MA PDU Session? [3GPP Release 17]",They are always established in the 5G core (5GC) network,They are established over a non-3GPP access connected to 5GC,They may be established in EPC connected to 5GC,They can only be established over NG-RAN access,,option 3: They may be established in EPC connected to 5GC,"In Rel-17, user-plane resources over a 3GPP access may be established in EPC, allowing for simultaneous traffic over a 3GPP access connected to EPC and a non-3GPP access connected to 5GC.",Standards overview,6377,3,"2)	for MA PDU sessions having user plane resources established on both accesses, the UE shall perform a local release on the user plane resources on the access type the SERVICE ACCEPT message is sent over. If the user plane resources over 3GPP access are released and the MA PDU session is associated with one or more multicast MBS sessions, the UE shall locally leave the associated multicast MBS sessions.

If the Uplink data status IE is included in the SERVICE REQUEST message and the UE is:

a)	not in NB-N1 mode; or

b)	in NB-N1 mode and the UE does not indicate a request to have user-plane resources established for a number of PDU sessions that exceeds the UE's maximum number of supported user-plane resources;

the AMF shall:

a)	indicate the SMF to re-establish the user-plane resources for the corresponding PDU sessions;"
question 6379,Which element can use the identifier of the MSC/SGSN to determine the operator selected by a supporting UE or the operator allocated to a UE? [3GPP Release 17],MSC/SGSN itself,Serving GW,GGSN/PDN GW,HSS,gsmSCF,option 5: gsmSCF,The gsmSCF can use the identifier of the MSC/SGSN to determine the operator selected by a supporting UE or the operator allocated to a UE.,Standards specifications,6379,5,"serving the 3GPP UE or fixed device, behind the RG when in bridge mode or in routed mode without NAT, or

of the RG when in routed mode with NAT;

of the access point to which the UE is attached, in trusted or untrusted WLAN.

5.1.2.2.1	Access Point Name (APN) Network/Operator Identifier

These fields contain the actual connected Access Point Name Network/Operator Identifier determined either by MS, SGSN/MME or modified by CAMEL service. An APN can also be a wildcard, in which case the SGSN/MME selects the access point address.

Following TS 23.003 [200], the APN field is specified in the CDR by two variable strings. The first is the APN Network Identifier (NI portion) and the second is the APN Operator Identifier (OI portion). The APN NI may contain one or more label as described in TS 23.003 [200]. The APN OI is composed of three labels. The first and second labels together shall uniquely identify the PLMN operator (e.g. ""mnc<operator mnc>.mcc<operator mcc>.gprs"")."
question 6385,What is the purpose of the manufacturer-assigned ID in NAS signalling? [3GPP Release 18],To request UE capabilities,To assign UE capabilities dynamically,To reduce signalling overhead,To support non-contiguous carrier aggregation,To pre-provision a set of capabilities,option 5: To pre-provision a set of capabilities,The manufacturer-assigned ID corresponds to a pre-provisioned set of capabilities for the UE.,Standards specifications,6385,5,"a)	if a DCN-ID for the PLMN code of the selected PLMN is available in the UE, the UE NAS shall provide this DCN-ID to the lower layers; or

b)	if no DCN-ID for the PLMN code of the selected PLMN is available but a Default_DCN_ID value is available in the UE, as specified in 3GPP TS 24.368 [15A] or in USIM file NASCONFIG as specified in 3GPP TS 31.102 [17], the UE NAS shall provide this DCN-ID to the lower layers.

If a relay node is attaching for relay node operation (see 3GPP TS 23.401 [10]), the NAS in the relay node shall indicate to the lower layers that the establishment of the NAS signalling connection is for a relay node.

If a UE operating as an IAB-node performs an attach procedure, tracking area updating procedure, or service request procedure (see 3GPP TS 23.401 [10]), the UE NAS shall indicate to the lower layers that the establishment of the NAS signalling connection is for a UE operating as an IAB-node."
question 6393,Which mode of the NF/NF Service Context Transfer Procedures includes an endpoint address? [3GPP Release 18],Direct mode,Indirect mode,Push mode,Pull mode,Context mode,option 2: Indirect mode,"In the indirect mode, a request or response from a Source NF/NF Service Instance to a Target NF/NF Service Instance contains an endpoint address from which the Target NF/NF Service Instance can retrieve the context.",Standards specifications,6393,2,"A request (push procedure, see clause 4.26.2) or response (pull procedure, see clause 4.26.3) from a Source NF/NF Service Instance to a Target NF/NF Service Instance contains either

the context being transferred, e.g. SM context (direct mode); or

optionally, an endpoint address from which Target NF/NF Service Instance can retrieve the context, see TS 29.501 [62] (indirect mode).

It assumes that access to a given context endpoint address can be restricted to single Target NF/NF Service Instance.

NOTE:	Which procedures need to be executed for indirect mode is part of the specific context transfer procedures as specified in clause 4.26.5.

4.26.2	NF/NF Service Context Transfer Push Procedure

Figure 4.26.2-1: NF/NF Service Context Push procedure"
question 6396,Which logical architectures correspond to LIPA? [3GPP Release 17],SIPTO@LN with a co-located L-GW in the MeNB,SIPTO@LN with a stand-alone gateway,SIPTO@LN with a co-located L-GW in the SeNB,SIPTO@LN with a shared hybrid cell,,option 3: SIPTO@LN with a co-located L-GW in the SeNB,The logical architectures for LIPA correspond to the logical architectures for SIPTO@LN with a co-located L-GW in the SeNB.,Standards specifications,6396,3,"In context of Release-17, 3GPP work is ongoing in order to identify the integration of edge processing in 5G systems. 3GPP TR 23.748 [28] defines modifications to 5GS system architecture to enhance Edge Computing. This work is currently in study phase, defining Key Issues and scope for Release-17. In addition, in 3GPP TR 23.758 [27] a new set of application layer interfaces for Edge Computing is identified that may potentially be useful for integration edge computing.

4.9.2	Related Work External of 3GPP

4.9.2.1	Introduction

This clause summarizes relevant external standardisation efforts in the context of XR that may provide certain functionalities being of benefit for 5G-based XR applications.

4.9.2.2	MPEG

4.9.2.2.1	Introduction"
question 6409,What types of data can be processed by the Management Data Analytics (MDA)? [3GPP Release 17],"Performance measurements, KPIs, alarms, and network configuration data",Trace/MDT/RLF/RCEF reports and network analytics data,QoE reports and service experience data from AFs,All of the above,,option 4: All of the above,"The MDA can process and analyze various types of data, including performance measurements, KPIs, alarms, configuration data, network analytics data, and service experience data from AFs.",Standards specifications,6409,4,"The present document specifies the MDA capabilities with corresponding analytics inputs and analytics outputs (reports), as well as processes and requirements for MDAS (Management Data Analytics Service), historical data handling for MDA, and ML support for MDA.

The present document also describes the MDA functionality and service framework, and MDA role in the management loop.

2	References

The following documents contain provisions which, through reference in this text, constitute provisions of the present document.

References are either specific (identified by date of publication, edition number, version number, etc.) or non-specific.

For a specific reference, subsequent revisions do not apply.

For a non-specific reference, the latest version applies. In the case of a reference to a 3GPP document (including a GSM document), a non-specific reference implicitly refers to the latest version of that document in the same Release as the present document."
question 6414,What can an Evolved ProSe UE-to-Network Relay act as? [3GPP Release 17],A network controller,A communication bridge between an Evolved ProSe Remote UE and E-UTRAN,A PLMN,A standalone device,,option 2: A communication bridge between an Evolved ProSe Remote UE and E-UTRAN,"A UE can act as a relay between an Evolved ProSe Remote UE and E-UTRAN, providing communication between them.",Standards specifications,6414,2,"When the Layer 3/Layer 2 UE-to-UE Relay is in 3GPP coverage, the End UE and the UE-to-UE Relay can establish a secure PC5 link with network assistance. The similar security procedure as PC5 security for 5G ProSe Communication via 5G ProSe Layer-3 UE to-Network Relay as defined in clause 6.3 in TS 33.503 [6] can be reused."
question 6423,What is the purpose of a Privacy Exception List for a Target UE Subscriber? [3GPP Release 17],"To determine which LCS Clients, services, and classes of LCS Clients can position the Target UE",To specify the target subscriber notification setting for each LCS Client and service,To specify the default treatment for location requests from LCS Clients not registered in the list,All of the above,,option 4: All of the above,"The Privacy Exception List determines access privileges, target subscriber notification settings, and default treatment for location requests.",Standards specifications,6423,4,"NOTE 2:	The contents of CIoT user data container can be data that is not for exception reports, or data that is for exception reports if allowed for the UE (see subclause 6.2.13).

v)	if the UE responds to a notification which includes an indication for non-3GPP access type, the UE shall include the Allowed PDU session status IE in the SERVICE REQUEST, CONTROL PLANE SERVICE REQUEST or REGISTRATION REQUEST message and indicate for each PDU session in the information element that re-establishment of the user-plane resources via 3GPP access is not allowed.

The list of ""allowed tracking areas"", as well as the list of ""non-allowed tracking areas"" shall be erased when:

a)	the UE is switched off; and

b)	the UICC containing the USIM is removed or an entry of the ""list of subscriber data"" with the SNPN identity of the SNPN is updated."
question 6425,What is the purpose of UE history information in EN-DC? [3GPP Release 17],To optimize inter-system load balancing,To enhance coverage and cell edge interference,To avoid Ping Pong effect during handovers,To improve mobility optimization,,option 3: To avoid Ping Pong effect during handovers,The purpose of UE history information in EN-DC is to avoid Ping Pong effect during handovers.,Standards overview,6425,3,"Upon reception of a Successful HO Report, the receiving node is able to analyse whether its mobility configuration needs adjustment.

UE history information in EN-DC

UE history information is introduced in EN-DC to avoid Ping Pong effect. The MN stores and correlates the UE History Information from MN and SN(s) as long as the UE stays in MR-DC, forwards UE History Information and optional UE History Information from the UE to its connected SNs. The resulting information is then used by SN in subsequent handover preparation. The SN is in charge of collecting SCG UE history information and providing the collected information to the MN based on MN request or MN subscription on the PSCell change. 

The MN may retrieve the SCG UE history information via the SN Addition and SN Modification procedures. SN shall provide the SCG UE history information, if available, in the SN Addition, SN Modification, SN Release, and SN initiated SN Change procedures.

Load balancing enhancement"
question 6432,What is the purpose of the scheduler in MAC in gNB? [3GPP Release 18],To allocate physical layer resources for the uplink and the downlink,To manage the sharing of uplink resources between logical channels,To enable coordination of TDM and FDM cell resources between MAC in the gNB and the corresponding entity in the ng-eNB,To provide support for power-aware packet scheduling,To provide support for QoS-aware packet scheduling,option 1: To allocate physical layer resources for the uplink and the downlink,The scheduler in MAC in gNB allocates physical layer resources for the uplink and the downlink.,Standards specifications,6432,1,"10.1	Basic Scheduler Operation

In order to utilise radio resources efficiently, MAC in gNB includes dynamic resource schedulers that allocate physical layer resources for the downlink and the uplink. In this clause, an overview of the scheduler is given in terms of scheduler operation, signalling of scheduler decisions, and measurements.

Scheduler Operation:

Taking into account the UE buffer status and the QoS requirements of each UE and associated radio bearers, schedulers assign resources between UEs;

Schedulers may assign resources taking account the radio conditions at the UE identified through measurements made at the gNB and/or reported by the UE;

Resource assignment consists of radio resources (resource blocks).

Signalling of Scheduler Decisions:

UEs identify the resources by receiving a scheduling (resource assignment) channel.

Measurements to Support Scheduler Operation:"
question 6446,How many sets of 3GPP PS Data Off Exempt Services can be configured by the HPLMN operator? [3GPP Release 18],One,Two,Three,Unlimited,,option 2: Two,The HPLMN operator can configure up to two sets of 3GPP PS Data Off Exempt Services: one for when in HPLMN and another for when roaming.,Standards specifications,6446,2,"Particular IMS services not defined by 3GPP, where each such IMS service is identified by an IMS communication service identifier;

Device Management over PS

Management of USIM files over PS (e.g. via Bearer Independent Protocol); and

IMS Supplementary Service configuration via the Ut interface using XCAP.

3GPP PS Data Off may be activated based on roaming status, and the HPLMN may configure up to two sets of 3GPP PS Data Off Exempt Services for its subscribers: one is used when in HPLMN and another when roaming.

NOTE 2: The updating to the sets of configured 3GPP Data Off Exempt Services in the VPLMNs and HPLMN is not guaranteed to take effect in real time. The updating to the sets of configured 3GPP Data Off Exempt Services in the UEs is not guaranteed take effect in real time.

The user should be made aware of the operator services that are 3GPP PS Data Off Exempt Services."
question 6451,What are the performance objectives for the Evolved Packet System? [3GPP Release 17],Higher user data rates and reduced latency,Improved system capacity and coverage,Reduced network complexity and lower operating costs,All of the above,,option 4: All of the above,"The performance objectives for the Evolved Packet System include higher user data rates, reduced latency, improved system capacity and coverage, reduced network complexity and lower operating costs.",Standards specifications,6451,4,"The present document defines the Stage 2 service description for the Evolved 3GPP Packet Switched Domain - also known as the Evolved Packet System (EPS) in this document. The Evolved 3GPP Packet Switched Domain provides IP connectivity using the Evolved Universal Terrestrial Radio Access Network (E-UTRAN).

The specification covers both roaming and non-roaming scenarios and covers all aspects, including mobility between E-UTRAN and pre-E-UTRAN 3GPP radio access technologies, policy control and charging, and authentication.

The Radio Access Network functionality is documented only to the extent necessary to describe the overall system. TS 36.300 [5] contains the overall description of the Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN).

ITU-T Recommendation I.130 [3] describes a three-stage method for characterisation of telecommunication services, and ITU-T Recommendation Q.65 [4] defines Stage 2 of the method."
question 6452,What is the purpose of ACDC (Application Specific Congestion control for Data Communication)? [3GPP Release 18],To prevent overload of the access network and/or the core network,To control access to network provided services or functions,To allow/prevent new access attempts from particular applications,To differentiate between CS and PS domains,To specify the categories of subscribers who are barred from network access,option 3: To allow/prevent new access attempts from particular applications,The purpose of ACDC is to allow/prevent new access attempts from particular applications.,Standards specifications,6452,3,"Application specific Congestion control for Data Communication (ACDC) is an access control mechanism for the operator to allow/prevent new access attempts from particular, operator-identified applications in the UE in idle mode. ACDC does not apply to UEs in connected mode. The network can prevent/mitigate overload of the access network and/or the core network. This feature is optional.

4.3.5.2	Requirements

4.3.5.2.1	General

The following requirements apply:

This feature shall be applicable to UTRAN PS Domain and E-UTRAN.

This feature shall be applicable to UEs in idle mode only that are not a member of one or more of Access Classes 11 to 15.

ACDC shall not apply to MMTEL voice, MMTEL video, SMS over IMS (SMS over IP) emergency call and paging response.

NOTE:	Even if any of the above services are initiated by application, ACDC does not apply, but they are	subject to other applicable access control methods."
question 6463,What is the purpose of the ARQ functionality in the RLC sublayer? [3GPP Release 17],Error detection,Segmentation of RLC SDUs,Sequence numbering,Flow control,Error correction,option 5: Error correction,The ARQ functionality in the RLC sublayer is used for error correction.,Standards specifications,6463,5,"2>	indicate PDCP suspend to lower layers of all DRBs and multicast MRBs associated with multicast session(s) not configured to receive in RRC_INACTIVE;

2>	release Uu Relay RLC channel(s), if configured;

2>	release PC5 Relay RLC channel(s), if configured;

2>	release the SRAP entity, if configured;

NOTE 2a:	A L2 U2N Relay UE may re-establish the SL-RLC0, SL-RLC1 and SRAP entity after release.

2>	if SL indirect path is configured:

3>	release cell identity and relay UE ID configured in sl-IndirectPathAddChange;

3>	indicate upper layers to trigger PC5 unicast link release of the SL indirect path;

2>	if N3C indirect path is configured:

3>	release n3c-IndirectPathAddChange;

3>	consider the non-3GPP connection is not used;

2>	if the UE is acting as a N3C relay UE:

3>	release n3c-IndirectPathConfigRelay;

3>	consider the non-3GPP connection is not used;

2>	if the t380 is included:

3>	start timer T380, with the timer value set to t380;

2>	if the RRCRelease message is including the waitTime:"
question 6464,Which of the following numbering and addressing schemes are supported for IP multimedia sessions? [3GPP Release 18],MSISDN and SIP URL,H.324M and GTT,UDI/RDI and MMS,3.1kHz Ext. PLMN and CS multimedia calls,,option 1: MSISDN and SIP URL,MSISDN and SIP URL numbering and addressing schemes shall be supported for IP multimedia sessions.,Standards specifications,6464,1,"[38]	3GPP TS 23.003: ""Numbering, addressing and identification"".

[39]	3GPP TS 29.273: ""3GPP EPS AAA interfaces"".

[40]	3GPP TS 23.682: ""Architecture enhancements to facilitate communications with packet data networks and applications"".

[41]	3GPP TS 26.114: ""IP Multimedia Subsystem (IMS); Multimedia telephony; Media handling and interaction"".



[42]	IETF RFC 5761: ""Multiplexing RTP Data and Control Packets on a Single Port"".

[43]	IETF RFC 7944: ""Diameter Routing Message Priority"".

[44]	Void.

[45]	IETF RFC 8101: ""IANA Registration of New Session Initiation Protocol (SIP) Resource-Priority Namespace for Mission Critical Push To Talk service"".

[46]	3GPP TS 23.303: ""Proximity-based services (ProSe); Stage 2"".

[47]	3GPP TS 29.154: ""Service capability exposure functionality over Nt reference point"".

[48]	IETF RFC 5009: ""Private Header (P-Header) Extension to the Session Initiation Protocol (SIP) for Authorization of Early Media"".

[49]	IETF RFC 3948: ""UDP Encapsulation of IPsec ESP Packets""."
question 6470,What was the transmit diversity technique used in Rel-15 for V2X Phase 2? [3GPP Release 15],Modulation,Spatial multiplexing,Beamforming,Channel coding,Small Delay Cyclic Delay Diversity,option 5: Small Delay Cyclic Delay Diversity,The transmit diversity technique used in Rel-15 for V2X Phase 2 is Small Delay Cyclic Delay Diversity.,Standards overview,6470,5,"Reduction of the maximum time between packet arrival at Layer 1 and resource selected for transmission. This value was reduced to 10ms, compared to 20ms for Rel-14 V2X.

Radio resource pool sharing between mode-3 and mode-4 UEs. Changes in the SCI content for mode-3 UEs were introduced to improve performance when resource pools are shared. Sensing and reporting for mode-3 UEs is supported.

Transmit diversity. After studies, it was concluded that transmit diversity was a valuable feature to have. The transmit diversity technique used is Small Delay Cyclic Delay Diversity.

RF requirements for new CA scenarios, 64QAM and transmit diversity were introduced in TS 36.101.

RRM requirements. The delay/interruption requirements due to V2X CC addition/release and V2X synchronization reference source selection/reselection requirements for V2X CA was introduced.

Finally, it can be noted that the introduction of a short Transmission Time Interval (TTI) was studied but was not standardized in Rel-15.

References"
